SYMBOL,NSE symbol,Todays Rate,Low,Open,High,Output,Volume,94642035,15268170215,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),362869,INE415G01027
ALLCARGO,NSE:ALLCARGO,278.9,277.3,282,283,Avoid,253177,219779,67773349.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6247,INE266F01018
MITTAL,NSE:MITTAL,1.75,1.65,1.75,1.75,Best for Sell,1728829,219728,7890969.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2776,INE646X01014
CSBBANK,NSE:CSBBANK,367.5,358,359.1,369.5,Avoid,701188,218315,20549833.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3025,INE778B01029
SUMICHEM,NSE:SUMICHEM,385.95,384,389.25,390.75,Avoid,110444,218138,32831233.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3879,INE015D01022
CCHHL,NSE:CCHHL,9.85,9.7,9.9,9.9,Avoid,177819,216981,48927380.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4721,INE00OQ01016
BLUESTARCO,NSE:BLUESTARCO,981,969.7,969.7,999.05,Best for Buy,186682,215183,642555.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),238,INE016M01021
HIKAL,NSE:HIKAL,271.5,270.5,274.05,275.95,Avoid,117119,214718,91035475.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11366,INE399C01030
MARATHON,NSE:MARATHON,468,466.05,474.95,482,Avoid,104181,214250,26762623.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3163,INE518E01015
MAHSEAMLES,NSE:MAHSEAMLES,928.9,897.9,905.4,929,Avoid,287091,213659,3060482.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1052,INE039B01026
ROUTE,NSE:ROUTE,1549.05,1548.35,1552,1555.8,Avoid,63626,213580,71873843.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11896,INE531A01024
INDSWFTLTD,NSE:INDSWFTLTD,18.65,17.9,18.8,18.8,Avoid,98400,213398,70001858.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5488,INE679A01013
VGUARD,NSE:VGUARD,291.8,288.4,291.7,292.8,Avoid,72703,212642,58698013.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10030,INE807K01035
NITINSPIN,NSE:NITINSPIN,315,310.7,314.95,317.2,Avoid,140755,212241,35718541.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3217,INE388A01029
AGSTRA,NSE:AGSTRA,88.55,88.2,94.3,96.45,Avoid,5353685,211022,1878095.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),193,INE319Y01024
CAMS,NSE:CAMS,2845.25,2838.65,2869.8,2935,Avoid,491800,210326,112707953.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5989,INE506A01018
ETHOSLTD,NSE:ETHOSLTD,1997,1990,2092.15,2102.1,Avoid,127907,209769,996657311.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21810,INE917I01010
SERVOTECH,NSE:SERVOTECH,75.7,75.1,78,78.45,Avoid,245090,209000,62614950,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),192,INE0J5601015
ESCORTS,NSE:ESCORTS,3218.05,3204.05,3250,3253.9,Avoid,144168,207326,3885090.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1011,INE185H01016
VENKEYS,NSE:VENKEYS,1995,1988,2030,2030,Avoid,16700,206785,380803944.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),29188,INE211B01039
HARDWYN,NSE:HARDWYN,39.6,39.25,41.2,41.5,Avoid,164267,205682,6146097.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1560,INE921B01025
INDOWIND,NSE:INDOWIND,17.4,17.4,17.4,17.4,Best for Buy,92015,204788,145638622.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),16254,INE124E01020
OSWALAGRO,NSE:OSWALAGRO,33.05,32.85,33.5,33.85,Avoid,54747,204224,256605754.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),20480,INE944F01028
FMGOETZE,NSE:FMGOETZE,358,355.85,361,362.95,Avoid,39565,203721,71760021.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7628,INE208C01025
MANAKSIA,NSE:MANAKSIA,131,130.8,133.8,135.2,Avoid,324339,201180,204185977.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7447,INE046A01015
VSSL,NSE:VSSL,212,209.45,215.7,215.8,Avoid,80543,200477,224220.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),76,INE927A01040
CARBORUNIV,NSE:CARBORUNIV,1094,1080.25,1118,1126.45,Avoid,184244,199910,83828045.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6127,INE404A01024
DIXON,NSE:DIXON,5458.2,5431,5475,5565.8,Avoid,481733,199605,2470517.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),206,INE752G01015
KFINTECH,NSE:KFINTECH,534.1,522.05,536.1,537.9,Avoid,224013,199603,66775660.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6284,INE667G01023
MARINE,NSE:MARINE,84.6,83.6,85.2,86.6,Avoid,383143,199150,200815992.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14983,INE410P01011
POLYMED,NSE:POLYMED,1541,1531,1535,1581,Avoid,74892,199062,10534829.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),505,INF204KC1030
BANCOINDIA,NSE:BANCOINDIA,584.7,576,589.85,602.4,Avoid,209646,198731,489614254.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),17301,INE356A01018
BLISSGVS,NSE:BLISSGVS,138.2,130,130.5,142.1,Avoid,2616306,198395,224972931,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15137,INE169A01031
JBCHEPHARM,NSE:JBCHEPHARM,1515,1502,1510,1525,Avoid,48460,197866,126293888.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7977,INE791I01019
CEREBRAINT,NSE:CEREBRAINT,7,6.85,7.2,7.2,Avoid,168641,197630,1542729.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),547,INE998H01012
DODLA,NSE:DODLA,812.6,807.05,830,860,Avoid,268050,196834,17961997.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2698,INE538A01037
CARTRADE,NSE:CARTRADE,819.5,816.2,821,840.9,Avoid,91790,195543,34046229.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3573,INE0I3401014
GMMPFAUDLR,NSE:GMMPFAUDLR,1577.2,1575,1616,1619.1,Avoid,133025,195347,12874802.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1792,INE859A01011
ACCURACY,NSE:ACCURACY,9.35,9.1,9.55,9.65,Avoid,198451,195222,131639422.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15444,INE389H01022
AFFLE,NSE:AFFLE,1041.5,1037.25,1039.85,1056,Avoid,134985,195041,891373905.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),26224,INE195A01028
KPIL,NSE:KPIL,650.95,641.3,666,666.05,Avoid,374199,193816,1941135.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),417,INE201J01017
NIRAJ,NSE:NIRAJ,45.9,43.2,44.25,47.65,Avoid,390711,192353,71420388.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5362,INE790G01031
ICICIGI,NSE:ICICIGI,1448.75,1420,1446.15,1451.25,Avoid,717176,192223,26360671.41,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),601,INE219X23014
CUBEXTUB,NSE:CUBEXTUB,68.5,67.25,73.5,74.1,Avoid,75083,192183,23885907.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1385,INF179KC1FB2
SBC,NSE:SBC,29.95,28.5,29.05,30,Avoid,2849747,191274,4345038.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),511,INE942G01012
ASHIANA,NSE:ASHIANA,255.5,251.35,257.7,260,Avoid,148295,190981,853126350.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15340,INE663F01024
SCHAEFFLER,NSE:SCHAEFFLER,2755,2702.3,2710,2765,Avoid,99269,190465,18031276.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2773,INE692G01013
ARIHANTSUP,NSE:ARIHANTSUP,251.25,240.1,245,255,Avoid,602687,190328,19488546.93,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),59,IN0020220037
PAKKA,NSE:PAKKA,235.15,231.05,232.15,243.3,Avoid,190974,189423,554596.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),142,INE975G01012
MCX,NSE:MCX,2887,2841.05,2871.35,2927.6,Avoid,982159,188808,5682186.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1133,INE142A01012
KSCL,NSE:KSCL,589.2,583.05,591,599.95,Avoid,158764,188651,226232380.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12506,INE120A01034
KAKATCEM,NSE:KAKATCEM,221.95,220.25,224.95,225.8,Avoid,7392,188000,7667600,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),47,INE067901012
WESTLIFE,NSE:WESTLIFE,878,859.75,872.1,882.5,Avoid,310639,187414,93053677.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8797,INE285A01027
PRECAM,NSE:PRECAM,241,234.05,241.35,247,Avoid,180162,186262,1005814.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),87,INE968D01022
BBOX,NSE:BBOX,252.15,242,244.45,254,Avoid,83021,184790,1033498337,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19114,INE089A01023
MARSHALL,NSE:MARSHALL,43.4,42.3,44.8,44.8,Avoid,240221,184008,318099261.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8826,INE176A01028
PRAXIS,NSE:PRAXIS,29.05,28.5,28.5,29.8,Best for Buy,254419,183738,7751282,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1355,INE02AR01019
SAMBHAAV,NSE:SAMBHAAV,4.35,3.85,3.85,4.35,Best for Buy,782069,182899,15024306.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1691,INE782X01033
SETCO,NSE:SETCO,6.7,6.7,6.75,6.75,Avoid,27599,182856,1729799.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),454,INE413B01023
VIRINCHI,NSE:VIRINCHI,32.95,32.35,33.25,33.4,Avoid,506487,182595,38936372.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6144,INE419D01026
INDORAMA,NSE:INDORAMA,55.1,54.15,56.75,56.75,Avoid,137072,182074,340564.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),224,INE874F01027
KHAICHEM,NSE:KHAICHEM,64.4,64.1,65,65.2,Avoid,62208,181709,54253776.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4966,INE583D01011
GOKEX,NSE:GOKEX,895.5,882.1,882.1,906.4,Best for Buy,287126,181443,31585489.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4165,INE869I01013
IEL,NSE:IEL,11,10.7,11.3,11.3,Avoid,287818,181174,257856019.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10605,INE112L01020
SDBL,NSE:SDBL,294.8,293.5,304.8,305,Avoid,319178,180212,74577497.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10173,INE766P01016
ABB,NSE:ABB,4350,4295,4316,4365.35,Avoid,243547,180040,55982720,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8271,INE229H01012
DEEPINDS,NSE:DEEPINDS,260.1,254,254.5,263.7,Avoid,231869,179576,1249978.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),281,INE781B01015
ZENTEC,NSE:ZENTEC,758.55,735,737,758.55,Avoid,207768,177559,57017216.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9258,INE716B01029
STOVEKRAFT,NSE:STOVEKRAFT,519,512.55,523,524.95,Avoid,65949,177000,84712800,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),260,INE0QBU01012
KECL,NSE:KECL,120.9,116.6,118.3,123.85,Avoid,567093,176706,191956687.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11018,INE317I01021
CYIENTDLM,NSE:CYIENTDLM,668.05,665.1,673,680,Avoid,112567,175696,21650356.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2860,INE206B01013
LPDC,NSE:LPDC,8.05,7.75,8.1,8.3,Avoid,48104,175509,39800381.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5629,INE448G01010
WEL,NSE:WEL,280.05,280.05,285,285,Avoid,50,175474,304873618.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14794,INE031B01049
RAJSREESUG,NSE:RAJSREESUG,54.7,54.7,54.7,54.7,Best for Buy,41361,175059,107618739.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6202,INE951D01028
EMAMILTD,NSE:EMAMILTD,493.95,489,494.4,499.35,Avoid,249343,175042,9177856.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1433,INE156A01020
IGARASHI,NSE:IGARASHI,538.3,533.6,545.05,553.5,Avoid,70317,174192,102691883.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8255,INE439A01020
LIKHITHA,NSE:LIKHITHA,294.15,290.65,292.05,295,Avoid,116824,173572,59183734.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3921,INE200A01026
ACI,NSE:ACI,525,524.05,529.9,535.75,Avoid,196981,173442,154430279.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14885,INE338I01027
KOKUYOCMLN,NSE:KOKUYOCMLN,146.9,144.15,148.9,149.95,Avoid,48269,173410,197110668.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),17023,INE384A01010
GUFICBIO,NSE:GUFICBIO,298.65,295,297.2,303,Avoid,131345,172584,56071784.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6638,INE726V01018
IZMO,NSE:IZMO,256.2,256.2,256.2,256.2,Best for Buy,8146,172054,88931138.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),13193,INE03QK01018
CENTURYPLY,NSE:CENTURYPLY,642,633.3,643.9,649.1,Avoid,142520,170142,279708845.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6501,INE0GK401011
VTL,NSE:VTL,385,381.05,385,390.7,Best for Sell,414754,169521,40347620,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5480,INE142Z01019
STARPAPER,NSE:STARPAPER,217,214,214,217.35,Best for Buy,36739,169208,234704637.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7600,INE463V01026
GILLETTE,NSE:GILLETTE,6400,6321.05,6378,6409,Avoid,6155,168341,140054634.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14325,INE435G01025
PATANJALI,NSE:PATANJALI,1391.1,1376.8,1410,1417.3,Avoid,403457,168000,18860800,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),71,INE0DZ701010
YAARI,NSE:YAARI,11.2,11.15,11.35,11.4,Avoid,249268,167984,72118653.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6259,INE615P01015
NESCO,NSE:NESCO,807.65,804.75,820,831.95,Avoid,169897,167889,131104778.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10932,INE950M01013
UTIAMC,NSE:UTIAMC,790.5,785,795,796.75,Avoid,107508,167690,6783509.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),302,INE387I01016
SUTLEJTEX,NSE:SUTLEJTEX,54.5,53.35,55.9,56.5,Avoid,234267,167078,54113313.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7576,INE837H01020
LIBERTSHOE,NSE:LIBERTSHOE,279.5,278.8,286.1,288.45,Avoid,110371,166420,82187998.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7897,INE01QM01018
TGBHOTELS,NSE:TGBHOTELS,12.55,12.55,12.9,13.15,Avoid,92334,165877,28037641.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3818,INE461C01038
APOLLOPIPE,NSE:APOLLOPIPE,679,679,682.4,693,Avoid,91654,165662,8651403.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1914,INE186H01022
VINNY,NSE:VINNY,3.9,3.8,3.8,3.9,Best for Buy,747684,165406,134178336.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6494,INE180C01026
JBMA,NSE:JBMA,1261.1,1189,1197,1261.1,Avoid,87324,165223,369860452,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15739,INE600L01024
PPL,NSE:PPL,392.8,390,409.8,410,Avoid,127108,164783,115871093.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8547,INE075D01018
IMPEXFERRO,NSE:IMPEXFERRO,3.1,3.1,3.1,3.1,Best for Buy,1812,164457,22825532.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3492,INE566K01011
NACLIND,NSE:NACLIND,74,72,72.95,77.35,Avoid,477721,164404,22107319.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2247,INE922B01023
CLEAN,NSE:CLEAN,1344,1340,1364.75,1373.05,Avoid,93728,164000,4845800,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),40,INE013901017
SUNDARMHLD,NSE:SUNDARMHLD,164.1,163.25,164.9,167.2,Avoid,162262,163796,210460902.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10771,INE414G01012
NCLIND,NSE:NCLIND,219.2,213.3,214.1,222.75,Avoid,347612,163324,137246373.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10668,INE045B01015
GLAND,NSE:GLAND,1630,1618.4,1633,1707,Avoid,647850,162768,89071466.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9292,INE878K01010
SHALPAINTS,NSE:SHALPAINTS,173.3,173.1,178.5,179.45,Avoid,63009,162713,127326256.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9810,INE024L01027
NDL,NSE:NDL,24.15,24,24.9,25.15,Avoid,151845,162262,2781554.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),392,INE529D01014
SMSPHARMA,NSE:SMSPHARMA,119.9,116.7,118,121.9,Avoid,106302,162153,100025897.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11416,INE139R01012
ESTER,NSE:ESTER,85.25,85,87,87.45,Avoid,80556,162000,27799200,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),45,INE090Y01013
GENESYS,NSE:GENESYS,313,305.05,312,315.95,Avoid,20696,161559,47621153.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1313,INE00ZE01026
HCG,NSE:HCG,353.55,352.5,361.3,362.2,Avoid,134401,160825,6998593.93,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1546,INF247L01023
METROBRAND,NSE:METROBRAND,1326.5,1286.8,1289,1339.4,Avoid,149596,159975,63413235.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7749,INE612J01015
RAMCOIND,NSE:RAMCOIND,205.8,197.1,198.35,207.75,Avoid,369441,159962,82368141.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8254,INE0BY001018
SUPREMEENG,NSE:SUPREMEENG,0.85,0.85,0.85,0.85,Best for Buy,856226,159060,91391096.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9607,INE455I01029
TATASTLLP,NSE:TATASTLLP,829.35,819.85,833,834,Avoid,97913,158949,36090176.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4564,INE733A01018
EMMBI,NSE:EMMBI,107,106.85,108.4,110.55,Avoid,19216,158416,225111711.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9899,INE217B01036
CIGNITITEC,NSE:CIGNITITEC,1107.9,1085,1085.05,1116.2,Avoid,383189,158384,18203490.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2078,INE933A01014
A2ZINFRA,NSE:A2ZINFRA,10.8,10.65,11.35,11.35,Avoid,331892,157970,61611474.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8420,INE727B01026
ISGEC,NSE:ISGEC,857.9,854,858.35,884.95,Avoid,520999,157874,64269919.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4884,INE422C01014
PEARLPOLY,NSE:PEARLPOLY,32.05,31,32.2,32.4,Avoid,189792,157838,622592055.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),13724,INE003A01024
AGARIND,NSE:AGARIND,957.4,939.6,947.95,971.35,Avoid,82223,157272,17910712.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1994,INE134B01017
TCPLPACK,NSE:TCPLPACK,2233,2210,2240,2250,Avoid,4841,157271,34141653.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4681,INF109K012R6
VINATIORGA,NSE:VINATIORGA,1731.05,1728.1,1741.2,1741.25,Avoid,13387,156608,38698472.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4201,INE301D01026
STAR,NSE:STAR,490.15,482.9,485,497.8,Avoid,364803,155856,70940283.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5384,INE516A01017
ARIES,NSE:ARIES,205.15,201.5,203,209.35,Avoid,296052,155334,198900015.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8511,INE825V01034
RUPA,NSE:RUPA,264.5,263.95,267,270,Avoid,108474,155200,588371758.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),18327,INE192R01011
KANORICHEM,NSE:KANORICHEM,125,125,127.6,127.7,Avoid,22467,153276,127127643.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7627,INE675C01017
RAMRAT,NSE:RAMRAT,268,265.75,272.9,272.9,Avoid,20894,151817,257550088.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14006,INE068V01023
LLOYDSME,NSE:LLOYDSME,560.05,557,577.8,578.95,Avoid,120202,151159,31170284.98,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2482,INF200KA1FS1
NECCLTD,NSE:NECCLTD,27.4,23.9,23.9,27.7,Best for Buy,4221524,150455,59891598.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9850,INE278H01035
GNA,NSE:GNA,419,417,419,421.1,Best for Sell,36783,150000,19272000,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),45,INE0NPI01014
IVC,NSE:IVC,9.6,9.5,9.6,9.95,Best for Sell,764241,149045,181607239.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),13730,INE633B01018
HUHTAMAKI,NSE:HUHTAMAKI,310,306.05,312.05,313.35,Avoid,141569,148951,22054053.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1933,INE577A01027
SURANASOL,NSE:SURANASOL,29.3,28.35,29.9,31.65,Avoid,1574075,148000,19923600,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),74,INE0P7201019
KIMS,NSE:KIMS,1927,1860,1866,1942.8,Avoid,245246,146962,160319787.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12749,INE071N01016
MANGLMCEM,NSE:MANGLMCEM,423,419,421.3,432.7,Avoid,115272,146659,105373485.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9067,INE731H01025
LOKESHMACH,NSE:LOKESHMACH,281,267.75,276,282.05,Avoid,135636,146641,4560535.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),226,INE840Y01029
SADBHAV,NSE:SADBHAV,19.2,19.2,19.8,19.8,Avoid,300764,145335,26271126.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1192,INE01C001018
SHANKARA,NSE:SHANKARA,700,688.55,713.05,717.7,Avoid,111631,144178,7210200.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),755,INE933B01012
REFEX,NSE:REFEX,551,550,561.85,566.5,Avoid,59750,143857,152189003.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7880,INE002S01010
UNIPARTS,NSE:UNIPARTS,549,547.05,556.8,556.8,Avoid,70608,143644,95888977.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5114,INE401H01017
DHARMAJ,NSE:DHARMAJ,235,234.8,242.95,245.1,Avoid,141461,142047,106745156.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5456,INE560A01015
RGL,NSE:RGL,99.8,98.7,102.5,103.35,Avoid,263689,141576,28079507.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2980,INE364Z01019
SPANDANA,NSE:SPANDANA,982,963.6,1051.9,1053,Avoid,304848,140921,214185139.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),13628,INE586V01016
GULFPETRO,NSE:GULFPETRO,54.65,52.5,55,56.75,Avoid,56223,140746,64725470.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8783,INE221J01015
MANAKALUCO,NSE:MANAKALUCO,24.2,23.6,24,24.4,Avoid,102286,140470,84420616.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11932,INE290S01011
ASIANENE,NSE:ASIANENE,177.9,175.35,181.8,186,Avoid,39339,140098,10203127.79,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),969,INF209KB19F6
MAGNUM,NSE:MAGNUM,48.4,46.6,48.4,48.7,Best for Sell,62031,140020,20457829.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3023,INE597L01014
SHREECEM,NSE:SHREECEM,25980,25905.05,26199.8,26315,Avoid,19776,139970,91182611.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9810,INE425Y01011
ALMONDZ,NSE:ALMONDZ,86.3,85.7,87.2,89.7,Avoid,119459,139845,143121548.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7726,INE445C01015
NRAIL,NSE:NRAIL,355.4,355.3,364.85,364.85,Avoid,11656,139133,1131517.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),627,INE050B01023
TAJGVK,NSE:TAJGVK,221.75,220,222.55,223.4,Avoid,58637,138986,85085403.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9235,INE244O01017
SPMLINFRA,NSE:SPMLINFRA,71,71,71,71,Best for Buy,45309,138970,7074765.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1199,INE966A01022
GULPOLY,NSE:GULPOLY,209.6,201.95,204.1,210.6,Avoid,93011,138777,118483203,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8184,INE732A01036
