SYMBOL,NSE symbol,Todays Rate,Low,Open,High,Output,Volume,94642035,15268170215,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),362869,INE415G01027
SGBJUL29IV,GB,5848.71,5864.95,5843,5860,5860,5848.71,781,4573462.27,13-SEP-2023,56,IN0020210111,,BE,20.45,21.3,20.1,20.5,20.5,20.35,6670,136787.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),40,INE210A01017
SGBJUN27,GB,5875,5875,5840,5840,5840,5831.42,24,140871.42,13-SEP-2023,3,IN0020190073,,BE,109.35,109.35,109.35,109.35,109.35,107.25,6646,726740.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),29,INE309M01012
SGBJUN28,GB,5866.1,5936.1,5860,5886.52,5936.1,5866.1,227,1330343.2,13-SEP-2023,13,IN0020200104,,BE,29.2,29.2,29.2,29.2,29.2,28.65,6572,191902.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),40,INE047O01014
SGBJUN29II,GB,5868.99,5869.98,5844,5868.92,5868.93,5868.99,267,1566319.81,13-SEP-2023,25,IN0020210061,,EQ,1159.99,1161.97,1156,1159.82,1161.94,1157.43,6560,7603270.76,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),131,INF754K01LE1
SGBJUN30,GB,5863,5888,5863,5864,5864,5863.33,136,797652.05,13-SEP-2023,21,IN0020220045,,BE,26.8,26.8,25.25,26.35,26.4,26.05,6513,170581.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),59,INE00Y801016
SGBJUN31I,GB,5873,5893.99,5873,5876.4,5878.99,5871.36,2930,17219825.95,13-SEP-2023,357,IN0020230069,,BE,440,440,431.2,431.2,431.2,440,6512,2816774.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),70,INE332H01014
SGBMAR24,GB,5985,5987.99,5873,5875,5875,5988,15,88327.99,13-SEP-2023,4,IN0020150119,,EQ,2286.35,2322.3,2284.05,2302.8,2305,2283,6333,14583658,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1829,INE473D01015
SGBMAR25,GB,5910,5965.05,5862.1,5881.05,5900,5899.57,67,394673.85,13-SEP-2023,10,IN0020160126,,BE,176.5,180,168.15,175.45,176.75,175.05,6333,1103537.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),51,INE112D01035
SGBMAR28X,GB,5846.49,5857,5840,5857,5857,5846.49,84,491244.49,13-SEP-2023,12,IN0020190552,,BE,45.45,45.45,43.05,45.35,45.4,43.85,6242,279561.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),50,INE725L01011
SGBMAR30X,GB,5865,5877.99,5845.01,5877.99,5877.99,5840.22,114,667748.27,13-SEP-2023,17,IN0020210319,,EQ,32.55,32.58,32.32,32.46,32.53,32.66,6231,202714.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),41,INF740KA1SX1
SGBMAR31IV,GB,5892,5892,5801,5858.77,5865,5909.38,1859,10867765.36,13-SEP-2023,285,IN0020220169,,EQ,45.3,45.3,43.8,44.35,44.7,44,6208,275317,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),204,INE294G01026
SGBMAY25,GB,5870,5900,5852.02,5867.5,5855,5852.01,36,211333.98,13-SEP-2023,14,IN0020170018,,EQ,470.7,470.7,450.2,461.5,465.1,448.95,6207,2863817.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1306,INE07S101020
SGBMAY26,GB,5826.03,5836.03,5826.03,5836.03,5836.03,5977,4,23325.22,13-SEP-2023,4,IN0020180033,,BE,89.9,89.9,89.9,89.9,89.9,88.15,6127,550817.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),32,INE947I01017
SGBMAY28,GB,5855.01,5876.99,5850.02,5861.18,5856.01,5855.01,168,984634.99,13-SEP-2023,14,IN0020200088,,BE,45.7,46.5,45.7,46.2,46.2,45.6,6107,281974.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),31,INE854S01022
SGBMAY29I,GB,5861.85,5871,5855,5856.36,5857.02,5861.85,1495,8764505.17,13-SEP-2023,84,IN0020210053,,BE,17.9,19.7,17.9,18.75,18.75,18.8,6096,118066.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),33,INE014B01011
SGBMR29XII,GB,5850,5859.5,5803,5859.19,5859.49,5849.5,1153,6741872.42,13-SEP-2023,172,IN0020200427,,BE,384.7,384.7,384.7,384.7,384.7,392.55,6089,2342438.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),151,INE255Z01019
SGBN28VIII,GB,5857,5885,5857,5877.48,5863.68,5859.28,73,428477.75,13-SEP-2023,19,IN0020200286,,EQ,60.65,61.8,59.05,59.75,59.05,60.5,6058,367595.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),462,INE00LM01011
SGBNOV23,GB,6000,6000,5853.11,5954.91,5955,6000,194,1155045.13,13-SEP-2023,26,IN0020150085,,EQ,1056.99,1059,1054.1,1057.96,1057.96,1057.14,6050,6397609.76,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),68,INF754K01QX0
SGBNOV24,GB,5949.5,5949.5,5881,5882,5882,5949.5,46,272031.06,13-SEP-2023,15,IN0020160076,,EQ,537.99,537.99,532.43,534.49,535,534.97,6009,3210250.96,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),350,INF109KC1R48
SGBNOV258,GB,5826.03,5826.03,5826.03,5826.03,5826.03,5980,1,5826.03,13-SEP-2023,1,IN0020170109,,SM,28.75,28.75,28.75,28.75,28.75,27.4,6000,172500,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1,INE0IGO01011
SGBNOV25IX,GB,5850,5850,5850,5850,5850,5811,69,403650,13-SEP-2023,1,IN0020170117,,SM,47.35,47.35,47.35,47.35,47.35,47.35,6000,284100,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1,INE0H4B01011
SGBNOV25VI,GB,5990,5990,5990,5990,5990,5997,5,29950,13-SEP-2023,2,IN0020170083,,SM,58.1,58.1,58.1,58.1,58.1,55.35,6000,348600,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1,INE0CDK01019
SGBNOV26,GB,5814.03,5900,5814.03,5900,5900,5855.61,18,105328.94,13-SEP-2023,12,IN0020180314,,SM,71.6,71.6,68.5,68.5,68.5,71.6,6000,420300,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2,INE0NZW01014
SGBNV29VII,GB,5852.29,5875,5852.1,5870.8,5874,5852.29,135,790639.14,13-SEP-2023,16,IN0020210178,,SM,143,143.6,141,141,141,139,6000,856650,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4,INE03KJ01013
SGBOC28VII,GB,5897.65,5897.65,5878.5,5880.06,5880,5875.01,282,1659495.89,13-SEP-2023,18,IN0020200203,,SZ,3.95,3.95,3.95,3.95,3.95,3.95,6000,23700,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2,INE182Z01015
SGBOCT25,GB,5880.21,5880.21,5880.21,5880.21,5880.21,5871.05,3,17640.63,13-SEP-2023,1,IN0020170059,,SM,40.5,40.5,40.5,40.5,40.5,41.8,6000,243000,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2,INE551Q01028
SGBOCT25IV,GB,5895,5900,5855.01,5855.1,5855.1,5855.01,13,76540.13,13-SEP-2023,6,IN0020170067,,EQ,820.25,826.95,812,813.4,812,819.9,5947,4852601.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),664,INE461B01014
SGBOCT27,GB,5875,5889,5875,5889,5889,5860,11,64639,13-SEP-2023,2,IN0020190370,,EQ,132.2,135.7,131.7,132.4,132.75,134.15,5947,791705.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),311,INE123C01018
SGBOCT27VI,GB,5850,5852,5850,5852,5852,5850,36,210640.05,13-SEP-2023,5,IN0020190388,,EQ,1084.01,1084.99,1083.07,1083.13,1083.1,1082.9,5907,6398085.03,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),46,INF754K01OB1
SGBSEP24,GB,5910.5,5946.5,5896,5937.32,5946.5,5947.7,22,130184.93,13-SEP-2023,9,IN0020160043,,EQ,5029.6,5089.6,5025,5055.95,5040,5029.6,5891,29803808.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2778,INE199A01012
SGBSEP27,GB,5900,5900,5900,5900,5900,5880,25,147500,13-SEP-2023,5,IN0020190115,,EQ,1795.1,1824.65,1768.05,1783.55,1781.05,1795.1,5614,10037699.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1346,INE616Z01012
SGBSEP28VI,GB,5851.11,5872,5841.01,5864,5864,5851.11,368,2155525.96,13-SEP-2023,61,IN0020200195,,EQ,481.8,483.95,469,472.4,474.25,476.9,5612,2673423.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),738,INE147P01019
SGBSEP29VI,GB,5862.99,5864.99,5842,5859.23,5859.6,5852.25,426,2495490.44,13-SEP-2023,51,IN0020210145,,EQ,202,202.05,196,197.3,196.3,199.7,5602,1115189.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),263,INE839G01010
SGIL,BE,209.9,213,204,208.4,208.4,209.9,13071,2747927.15,13-SEP-2023,74,INE00QT01015,,BE,140,142.85,140,140.1,140,140.2,5578,783494.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),105,INE025A01027
SGL,EQ,14.3,14.85,13.85,14.45,14.4,14,30356,433532.6,13-SEP-2023,293,INE353H01010,,EQ,7573,7650,7572.45,7604.85,7600,7573.4,5550,42233812.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1238,INE288A01013
SHAH,EQ,2.85,2.9,2.8,2.8,2.8,2.85,887044,2504188.9,13-SEP-2023,384,INE482J01021,,BE,130,132.5,124,125.75,127.45,126.5,5550,694783,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),80,INE980Y01015
SHAHALLOYS,EQ,59.8,64,57.6,60.8,60.5,59.8,48684,2970061.5,13-SEP-2023,937,INE640C01011,,EQ,147.1,148.55,144.4,145.45,146.05,146.2,5476,799872.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),175,INE750M01017
SHAILY,EQ,1745.65,1799.95,1742.05,1785.25,1770,1746.2,7100,12623099.1,13-SEP-2023,1373,INE151G01010,,EQ,206.99,206.99,201.38,205.32,201.38,205.49,5466,1126583.28,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),188,INF204K014N5
SHAKTIPUMP,EQ,752.7,782.3,730.2,748.05,748.9,752.45,105169,78821580.85,13-SEP-2023,5905,INE908D01010,,EQ,66.68,67.29,66.65,66.85,66.85,66.64,5465,365271.79,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),97,INF846K010Q0
SHALBY,EQ,238.95,244.7,229.5,232.3,231.55,236.6,535161,125728130.05,13-SEP-2023,13997,INE597J01018,,EQ,5758.7,6046.6,5670.05,6046.6,6046.6,5758.7,5369,31335946.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1316,INE596F01018
SHALPAINTS,EQ,157.5,162,155.15,160.3,160,155.35,143651,22780295.3,13-SEP-2023,3021,INE849C01026,,EQ,631.7,635.45,622.05,627.3,633,631.7,5300,3333191.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),463,INE900L01010
SHANKARA,EQ,789.8,803.7,771.3,788.3,785.25,785.1,124770,98398133.2,13-SEP-2023,7623,INE274V01019,,BE,105.4,112.95,102.5,104.25,102.5,107.9,5286,555664.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),93,INE697V01011
SHANTI,EQ,15.9,16.2,15.6,16.1,16.1,15.85,10579,168173.4,13-SEP-2023,41,INE933X01016,,EQ,3935.4,3956.2,3880,3904.3,3925,3915.8,5281,20690958.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1486,INE221B01012
SHANTIGEAR,EQ,507.5,507.5,467.05,490.6,487,488.45,98962,47725429.75,13-SEP-2023,10050,INE631A01022,,BE,396,402,380.2,400,400,397.65,5277,2036788.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),146,INE0A0S01010
SHARDACROP,EQ,442,449.95,437,447.25,446,442,47047,20893070.5,13-SEP-2023,3966,INE221J01015,,EQ,2339.85,2363,2315.25,2333.25,2352,2339.85,5256,12250804.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1834,INE109C01017
SHARDAMOTR,EQ,994.9,1023.9,978.1,1008.15,1006,994.85,49238,49349493,13-SEP-2023,6075,INE597I01028,,BE,16.4,16.4,16.4,16.4,16.4,16.7,5234,85837.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),33,INE382T01030
SHAREINDIA,EQ,1335,1339.3,1315.1,1327,1326.9,1337.25,14313,18940930.4,13-SEP-2023,1217,INE932X01018,,BE,350,356,350,356,356,352,5212,1824706,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),37,INE835D01023
SHAREINDIA,W1,775.05,776,775,775,775,775.05,1749,1357027.45,13-SEP-2023,5,INE932X13013,,SM,833.95,838,751,838,838,834,5200,4302700,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),16,INE0I7D01019
SHARIABEES,EQ,450.97,450.97,439.56,447.84,439.56,446.48,1137,507760.33,13-SEP-2023,64,INF732E01128,,EQ,6.9,6.95,6.85,6.85,6.85,6.9,5145,35253.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11,INE635A01023
SHEMAROO,BE,124.3,129,124.3,126.5,126.1,130.85,83573,10471385.1,13-SEP-2023,678,INE363M01019,,EQ,5397.95,5566,5277,5549.8,5565,5359.95,5057,27731559.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1742,INE105A01035
SHERA,SM,140,141.5,138,139.7,138.1,135.65,118000,16479200,13-SEP-2023,32,INE0MM001019,,BE,135,140,127.15,134.2,134.5,133.65,5055,681954.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),94,INE05X901010
SHIGAN,SM,130,131.8,127.15,131.65,131.8,133.8,25500,3269625,13-SEP-2023,17,INE03KJ01013,,TB,99.85,99.85,99.85,99.85,99.85,99.67,5000,499250,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1,IN002023X112
SHILPAMED,EQ,352.05,365.3,344.95,361.45,360.1,352.3,393929,139912166.35,13-SEP-2023,7735,INE790G01031,,SM,58.5,58.5,58.5,58.5,58.5,56.05,5000,292500,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1,INE06MH01016
SHIVALIK,EQ,732.9,746.35,720,741.4,744,722.3,13434,9832895.5,13-SEP-2023,1137,INE788J01021,,EQ,7108.45,7145.6,7105,7129.6,7132,7117.2,4971,35448356.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1951,INE058A01010
SHIVAMAUTO,BE,32.8,35.35,32.75,34.85,34.25,34.45,158563,5318536.35,13-SEP-2023,606,INE637H01024,,EQ,157.95,162.95,157,158,157.65,159.4,4868,772409.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),311,INE542Z01010
SHIVAMILLS,EQ,78,78,73,74.05,74.05,75.3,12329,912414.2,13-SEP-2023,262,INE644Y01017,,EQ,3278.8,3284.8,3250,3269.2,3276,3263.4,4868,15926068.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1413,INE386A01015
SHIVATEX,EQ,147.7,147.95,139,143.3,143.35,143.45,26266,3757208.9,13-SEP-2023,665,INE705C01020,,BE,37.5,37.5,35.75,37.2,37.2,35.75,4816,178541.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),57,INE610C01014
SHK,EQ,151.25,158.8,145.65,157.8,156.6,153.45,756525,117269510.45,13-SEP-2023,10437,INE500L01026,,SM,33.2,34.8,33.2,34.8,34.8,34.5,4800,162800,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3,INE0LCW01017
SHOPERSTOP,EQ,707.35,715,682.8,692.15,690.9,707.35,115790,80100154.5,13-SEP-2023,12668,INE498B01024,,SM,52.4,53.5,52,53.5,53.5,53,4800,252640,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3,INE0G1L01017
SHRADHA,BE,45.25,45.25,41.1,43.9,43.9,43.2,2027,87090.55,13-SEP-2023,25,INE715Y01023,,SM,320.4,320.4,316.1,316.5,316.5,329.9,4800,1524960,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6,INE0JR301013
SHREDIGCEM,EQ,90.6,92.4,88.65,91.6,91.8,90.1,641875,58209097.7,13-SEP-2023,5018,INE232A01011,,SM,4256,4340,4183.5,4224.55,4183.5,4403.65,4800,20410845,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),43,INE0O5T01011
SHREECEM,EQ,25902,26328.8,25850,26238.55,26200,26035.1,40313,1051614639.95,13-SEP-2023,13808,INE070A01015,,SM,66,66.5,65,65,65,65.85,4800,316000,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3,INE0MRA01019
SHREEPUSHK,EQ,196.6,205,194,202.3,205,196.6,88539,17643819.3,13-SEP-2023,3742,INE712K01011,,EQ,401.2,405,385,389.55,386,397.75,4797,1885294.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),767,INE726L01019
SHREERAMA,BE,19.7,19.7,19.7,19.7,19.7,20.1,7104,139948.8,13-SEP-2023,23,INE879A01019,,EQ,47.2,47.59,47.14,47.4,47.54,47.03,4788,226967.33,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),135,INF209KB16D7
SHRENIK,EQ,1.1,1.15,1.05,1.1,1.1,1.05,2866933,3131526.75,13-SEP-2023,1080,INE632X01030,,BE,185,189,180.45,187.85,188.45,185.7,4758,881018.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),117,INE04LG01015
SHREYANIND,BE,244,244,240.1,242,242,245,29295,7046542.9,13-SEP-2023,76,INE231C01019,,BE,25.7,25.7,25.7,25.7,25.7,26.2,4724,121406.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),46,INE722J01012
SHREYAS,EQ,350.4,371,348.55,363.2,367.5,351.95,130824,46487805.65,13-SEP-2023,4497,INE757B01015,,BZ,2.15,2.15,2.05,2.15,2.15,2.15,4577,9529.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19,INE817A01019
SHRIPISTON,BE,1094.95,1119,1050,1064.75,1060,1079.5,12434,13349636.3,13-SEP-2023,659,INE526E01018,,EQ,1592.45,1616.9,1572.4,1600.6,1605,1593.1,4571,7275451.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1097,INE083B01016
SHRIRAMFIN,EQ,1902.05,1920,1877.2,1910.35,1906.8,1911.15,1303584,2478648891.45,13-SEP-2023,69273,INE721A01013,,EQ,863.6,863.6,818,825.05,821.45,836.8,4515,3756187.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),668,INE547E01014
SHRIRAMFIN,YI,1044.5,1044.5,1043.99,1043.99,1043.99,1045,21,21933.99,13-SEP-2023,2,INE721A07NU1,,BE,68,68,67.7,67.7,67.7,68.65,4504,306171.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),26,INE323J01019
SHRIRAMFIN,YO,997.02,997.02,996.01,996.01,996.01,996.01,197,196324.37,13-SEP-2023,4,INE721A07OB9,,TB,99.11,99.25,99.1,99.23,99.22,99.1,4500,446363,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7,IN002023Y029
SHRIRAMFIN,YR,1055.1,1075,1055.1,1075,1075,1080,120,127010,13-SEP-2023,3,INE721A07OE3,,EQ,111.45,115.15,111.45,114.86,114.86,114.91,4460,512553.19,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),23,INF204KC1022
SHRIRAMFIN,YS,1120,1125,1120,1123.24,1125,1095.02,371,416725,13-SEP-2023,5,INE721A07OF0,,BE,140,140,140,140,140,140,4454,623560,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14,INE215F01023
SHRIRAMFIN,YU,1535,1535,1530,1530,1530,1535,100,153420,13-SEP-2023,3,INE721A07OH6,,EQ,235.77,238,235.31,237.35,237.69,235.39,4387,1037154.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),61,INF200KA1S22
SHRIRAMFIN,YW,1075,1075,1075,1075,1075,1075,200,215000,13-SEP-2023,1,INE721A07ON4,,BE,257.4,257.4,252.5,253,253,257.4,4367,1107068.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),275,INE721Z01010
SHRIRAMFIN,YZ,1100,1100,1100,1100,1100,1074,600,660000,13-SEP-2023,4,INE721A07OQ7,,EQ,642.99,649.7,642.42,647.96,649.7,638.71,4293,2771268.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),402,INF732E01268
SHRIRAMPPS,EQ,82.9,87.9,80.5,87.05,87.5,82.1,5202359,439625422.35,13-SEP-2023,20745,INE217L01019,,SM,1070.5,1070.5,1025,1044,1044,1042.95,4200,4417750,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21,INE351Y01019
SHRITECH,SM,84,86.5,80,84.9,85.8,83.85,78000,6484500,13-SEP-2023,38,INE0OMF01015,,GB,5921.01,5937,5905.11,5915.72,5915,5919.57,4186,24779141.46,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),316,IN0020230069
SHUBHLAXMI,SM,87,91,86.95,91,91,90.8,13000,1162000,13-SEP-2023,13,INE01Z401013,,EQ,216,217.64,216,217.25,217,215.5,4167,903882,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),386,INF109KA1962
SHYAMCENT,EQ,20.25,20.6,19.55,20.1,20.2,19.9,371837,7444393.7,13-SEP-2023,1546,INE979R01011,,BE,43.1,44.7,42.5,43.05,43,43.8,4155,179817.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),36,INE123B01028
SHYAMMETL,EQ,435.5,447.9,429.8,441.9,441.95,437.9,3501818,1542517746.8,13-SEP-2023,30227,INE810G01011,,BE,53.9,53.9,51,53.85,53.85,52.95,4089,213465.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),56,INE738V01013
SHYAMTEL,EQ,7.45,7.45,7.3,7.3,7.3,6.8,900,6674.85,13-SEP-2023,6,INE635A01023,,BE,32.7,33.5,32,32,32.9,32.8,4083,133499.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),55,INE610B01024
SIEMENS,EQ,3854.8,3854.8,3800.2,3828.65,3823,3839.9,141144,540508235.05,13-SEP-2023,14119,INE003A01024,,BE,17.3,17.3,17,17.3,17.3,16.5,4039,69681.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),30,INE245I01016
SIGACHI,EQ,374.8,379.5,366.35,368.3,368.6,372.25,473667,176515026.15,13-SEP-2023,12729,INE0D0K01014,,BE,123.65,127.35,123.65,126.5,126,125.25,4018,507669.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),145,INE105I01020
SIGIND,BE,47.5,47.55,45.3,46.75,47.45,47.65,21652,1003361.45,13-SEP-2023,176,INE529F01035,,EQ,22.58,22.58,22.5,22.54,22.55,22.54,4003,90263.91,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),39,INF174KA1JF2
SIGMA,EQ,433.95,437,416,437,437,416.2,12092,5237305,13-SEP-2023,668,INE0A0S01010,,EQ,45.64,45.64,44.65,45.42,45.5,45.09,4001,181895.28,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),143,INF740KA1RX3
SIKKO,EQ,61.45,62.05,59.35,60.3,60.35,61.35,23573,1422553.7,13-SEP-2023,694,INE112X01017,,SM,35,35,35,35,35,35,4000,140000,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1,INE00YB01017
SIL,BE,23.45,23.5,23,23.2,23.35,23.5,61385,1420488.5,13-SEP-2023,454,INE173A01025,,SM,270,273.5,270,273,273,272,4000,1087250,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8,INE994V01012
SILGO,BE,23.1,23.4,22.55,23.05,22.55,23.05,17653,406358.85,13-SEP-2023,61,INE01II01013,,SM,42,42,41,41,41,43,4000,166000,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2,INE219Y01018
SILINV,EQ,328.45,334.7,325,330.35,331.5,328.45,2455,808097.7,13-SEP-2023,107,INE923A01015,,SM,98.3,98.35,98.3,98.35,98.35,93.7,4000,393300,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2,INE0G2G01015
SILLYMONKS,BE,18.45,18.45,17.75,17.75,17.75,18.65,4815,85787.5,13-SEP-2023,22,INE203Y01012,,EQ,3594,3605.95,3513.25,3535.6,3537.5,3575.25,3986,14158162.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1143,INE519A01011
SILVER,EQ,72.75,72.75,72.38,72.61,72.6,73.01,200508,14539095.25,13-SEP-2023,927,INF209KB19F6,,EQ,156.55,157.15,152.5,153.8,154.5,156.3,3951,607647.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),167,INE0B1K01014
SILVERBEES,EQ,70.29,70.35,69.78,70.05,70.04,70.29,2417194,169212632,13-SEP-2023,9782,INF204KC1402,,EQ,732.4,746.95,732.4,742.75,745,732.4,3944,2925983.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),402,INE320L01011
SILVERETF,EQ,71.3,71.31,70.7,70.95,70.83,71.3,57021,4047460.14,13-SEP-2023,385,INF789F1AYK6,,BE,240.2,240.2,240.2,240.2,240.2,245.1,3917,940863.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21,INE511Y01018
SILVERTUC,EQ,456.9,547.3,455.15,546.85,547.3,456.1,281419,146805728.5,13-SEP-2023,11443,INE625X01018,,EQ,15099.95,15125,14801.1,14855.05,14813,15047.55,3899,58259841.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1547,INE269B01029
SILVRETF,EQ,71.31,71.31,70.5,71.1,71.1,71.28,2563,182475.12,13-SEP-2023,695,INF769K01KG6,,BE,173,176.4,170,171.55,173.6,172.05,3899,674629.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),81,INE231G01010
SIMBHALS,EQ,28,28.1,25.6,27.2,27.2,27.1,304115,8165354,13-SEP-2023,1742,INE748T01016,,EQ,239,240.76,238,240.05,238,238.76,3895,934836.81,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),109,INF740KA1QK2
SIMPLEXINF,BE,54,54.9,51.55,53.15,54.45,54.25,62273,3282953.65,13-SEP-2023,253,INE059B01024,,BE,121.55,133.05,121.55,128.9,126.05,127.05,3825,484156.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),29,INE843B01013
SINDHUTRAD,BE,28.85,29,27.85,28.1,28,29,138452,3989655.7,13-SEP-2023,211,INE325D01025,,EQ,3490,3490,3430,3439.5,3436,3489.15,3819,13177694.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),920,INE250A01039
SINTERCOM,EQ,125.15,130,125,128.85,129.45,126.8,39867,5139570.95,13-SEP-2023,254,INE129Z01016,,BE,88.55,88.55,88.55,88.55,88.55,86.85,3800,336490,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),26,INE390G01014
